Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14
	TC023	Verify communication via WhatsApp after Form-based consent	Scanned consent form document	1. Select the Form radio button. 2. Upload a valid scanned consent form document. 3. Complete the consent process via Form. 4. Initiate WhatsApp communication.	The system should allow WhatsApp communication as consent is already taken via Form.	Positive								
	Acceptance Criteria Scenario 3: User selects Link Based mode of consent, clicks on trigger option and the SMS is received by the Primary applicant													
	TC024	Verify sending SMS with link in preferred language	Primary applicant's phone number, preferred language (vernacular)	1. Open the consent screen. 2. Select the Link radio button. 3. Select the preferred language. 4. Click on Send Link.	An SMS with the link should be sent to the primary applicant's phone number in the selected preferred language.	Positive								
	TC025	Verify sending SMS with link in preferred language	Primary applicant's phone number, preferred language (vernacular)	1. Open the consent screen. 2. Select the Link radio button. 3. Select the preferred language. 4. Click on Send Link.	An SMS with the link should be sent to the primary applicant's phone number not in the selected preferred language.	Negative								
	TC026	Verify default language for SMS when no preferred language is selected	Primary applicant's phone number	1. Open the consent screen. 2. Select the Link radio button. 3. Do not select a preferred language. 4. Click on Send Link.	An SMS with the link should be sent in the default language (English).	Positive								
	Acceptance Criteria Scenario 4: User selects Link Based mode of consent but the SMS is not received by the Primary applicant													
	TC027	Verify activation of Resend Link option after link not received in X seconds	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Wait for X seconds.	The Resend Link option should be activated for the Business executive to click on it.	Positive								
	TC028	Verify activation of Resend Link option after link not received in X seconds	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Wait for X seconds.	The Resend Link option not  activated for the Business executive to click on it.	Negative								
	TC029	Verify Business executive can click on Resend Link option X times	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Wait for X seconds. 6. Click on Resend Link. 7. Repeat steps 5-6 X times.	The Business executive should be able to click on Resend Link X times without issue.	Positive								
	TC030	Verify link expiry timer reset on each Resend Link click	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Wait for X seconds. 6. Note the initial link expiry time. 7. Click on Resend Link. 8. Wait for X seconds. 9. Note the new link expiry time. Repeat steps 7-8 multiple times.	The link expiry timer should be reset on each Resend Link click, ensuring the link remains valid for a configurable period.	Positive								
	TC031	Verify system s Business executive to use other modes after X attempts	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Wait for X seconds. 6. Click on Resend Link X times.	After X attempts, the system should  the Business executive to use other modes of consent (OTR, Form, etc.).	Positive								
	TC032	Verify Business executive can't click on Resend Link before X seconds	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Attempt to click on Resend Link before X seconds have passed.	The Resend Link option should be disabled until X seconds have passed.	Positive								
	TC033	Verify Business executive can't click on Resend Link before X seconds	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the Link radio button. 3. Enter the primary applicant's phone number. 4. Click on Send Link. 5. Attempt to click on Resend Link before X seconds have passed.	The Resend Link option enabled before X seconds have passed.	Negative								
	Acceptance Criteria Scenario 5: BE selects OTR (One Time Reference) based mode of consent													
	TC034	Verify sending OTR SMS to primary applicant's mobile number	Primary applicant's phone number, OTR code	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR.	The system should send an SMS with the OTR to the primary applicant's mobile number in the preferred language.	Positive								
	TC035	Verify entering and verifying the OTR code	Primary applicant's phone number, OTR code	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Enter the OTR code. 6. Click Verify.	The system should verify the OTR code, display 'Verification Successful' popup, and enable the 'Proceed' button.	Positive								
	TC036	Verify entering and verifying the OTR code	Primary applicant's phone number, OTR code	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Enter the OTR code. 6. Click Verify.	The system should verify the OTR code, display 'Verification Successful' popup, and the 'Proceed' button not enabled.	Negative								
	TC037	Verify popup message and Proceed button after OTR verification	Primary applicant's phone number, OTR code	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Enter the OTR code. 6. Click Verify.	The system should display a 'Verification Successful' popup and enable the 'Proceed' button for moving to the KYC stage.	Positive								
	"Acceptance Criteria Scenario 6: BE selects ""OTR"" based mode of consent but the SMS is not received by the Primary applicant"													
	TC038	Verify OTR resend button activates after SMS is not received within X seconds	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds without receiving SMS.	The 'Resend OTR' button should be activated after X seconds if the SMS is not received by the primary applicant.	Positive								
	TC039	Verify system allows resending OTR up to X times	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR. Repeat X times.	The system should allow the Business executive to resend the OTR up to X times.	Positive								
	TC040	Verify system s for alternative consent methods after X unsuccessful OTR attempts	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR X times.	After X unsuccessful attempts, the system should  the Business executive to select another consent method (Link, Form).	Positive								
	TC041	Verify OTR expiry time is configurable	Primary applicant's phone number, X seconds	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for the configured OTR expiry time.	The OTR should expire after the configured time, and the system should  to resend or select another mode of consent.	Positive								
	TC042	Verify resend OTR functionality resets link expiry timer	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR.	Each resend should reset the link expiry timer.	Positive								
	TC043	Verify successful OTR resend within configured attempts	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR.	The system should successfully resend the OTR within the configured number of attempts.	Positive								
	TC044	Verify alternative consent method selection after max OTR resend attempts	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR X times. 7. Select alternative consent method (Link, Form).	The system should allow the Business executive to select another consent method after the maximum number of OTR resend attempts is reached.	Positive								
	TC045	Verify alternative consent method selection after max OTR resend attempts	Primary applicant's phone number, X times	1. Open the consent screen. 2. Select the OTR radio button. 3. Enter the primary applicant's phone number. 4. Click on Send OTR. 5. Wait for X seconds. 6. Click on Resend OTR X times. 7. Select alternative consent method (Link, Form).	The system not allow the Business executive to select another consent method after the maximum number of OTR resend attempts is reached.	Negative								
	Acceptance Criteria Scenario 7: User selects -Manual consent FORM													
	TC046	Verify selection of Manual Consent Form option	Business Executive, Consent Form	"1. Open the consent screen. 2. Select the ""FORM"" radio button."	"The ""FORM"" option should be selectable."	Positive								
	TC047	Verify upload functionality for manual consent form	Business Executive, Scanned Consent Form Document	"1. Open the consent screen. 2. Select the ""FORM"" radio button. 3. Click on the upload button. 4. Upload a scanned consent form document."	The system should allow the user to upload a scanned consent form document.	Positive								
	Acceptance Criteria Scenario 7: Consent was taken previously during lead to login by the dealer													
	TC048	Verify the display of consent status when consent was taken previously	Pre-existing consent data	1. Log in as Business Executive. 2. Open the customer consent page.	"The consent page should show the status as ""Consent taken successfully."""	Positive								
	TC049	Verify the display of consent status when consent was taken previously	Pre-existing consent data	1. Log in as Business Executive. 2. Open the customer consent page.	The consent page  status not updated.	Negative								
	TC050	Verify consent status display for different types of prior consents	Pre-existing consent data (Link)	1. Log in as Business Executive. 2. Open the customer consent page.	"The consent page should show the status as ""Consent taken successfully"" with details of consent type."	Positive								
