Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14
	TC028	Verify nudge is not sent in FE app if consent is not accepted	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Open consent link   4. Do not accept T&C   5. Attempt to submit consent	Nudge is not sent in FE app, and an error message is displayed indicating T&C must be accepted	Negative								
	TC029	Verify SMS is not sent if consent is not accepted	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Open consent link   4. Do not accept T&C   5. Attempt to submit consent	SMS is not sent to primary applicant, and an error message is displayed indicating T&C must be accepted	Negative								
	TC030	Verify status in LOS is not updated if consent is not accepted	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Open consent link   4. Do not accept T&C   5. Attempt to submit consent   6. Check status in LOS	Status in LOS is not updated	Negative								
	TC031	Verify status in CLMS is not updated if consent is not accepted	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Open consent link   4. Do not accept T&C   5. Attempt to submit consent   6. Check status in CLMS	Status in CLMS is not updated	Negative								
	Scenario 4 : Primary applicant is not able to proceed with the link due to technical glitch													
	TC032	Verify BE can switch to manual consent if primary applicant cannot proceed with current mode	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Primary applicant attempts to submit consent and fails   4. BE selects manual consent mode	System allows BE to switch to manual consent mode	Positive								
	TC033	Verify system  BE to switch mode after multiple failed attempts	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Primary applicant fails to submit consent multiple times	System  BE to switch to manual consent mode	Positive								
	TC034	Verify system  BE to switch mode after multiple failed attempts	Primary applicant's contact details, consent link	1. Trigger consent link generation   2. Send consent link to primary applicant   3. Primary applicant fails to submit consent multiple times	System  BE notswitch to manual consent mode	Negative								
	TC035	Verify manual consent submission after switching mode	Primary applicant's contact details, manual consent form	1. BE switches to manual consent mode   2. BE submits manual consent	Manual consent is submitted successfully and system allows progression	Positive								
	TC036	Verify manual consent submission after switching mode	Primary applicant's contact details, manual consent form	1. BE switches to manual consent mode   2. BE submits manual consent	Manual consent is not submitted  	Negative								
